Platform,dummy_HBO,id,title,exclusive,type,dummy_movie,description,release_year,L10Y_vs_old,L10Y_vs_old dummy,release_year_segments,age_certification,age_certification_segments,dummy_mature,dummy_NR,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
Netflix,0,ts70843,The Prince Who Turns into a Frog,exclusive,SHOW,0,"The Prince Who Turns Into a Frog is a 2005 Taiwanese drama starring Ming Dow and Sam Wang of boyband 183 Club; and Joe Chen and Joyce Zhao of girl group 7 Flowers, as well as all the members of the former and two members of the latter, who are signed by Jungiery Entertainment. It was produced by Sanlih E-Television and directed by Chen Ming Zhang and Liu Jun Jie.

The series was first broadcast in Taiwan on free-to-air Taiwan Television from 5 June 2005 to 16 October 2005, every Sunday at 21:30 and cable TV Sanlih E-Television from 11 June 2005 to 22 October 2005, every Saturday at 21:00.

Episode seven was broadcast on 17 July 2005, it achieved an average rating of 7.05 and peaked at 8.05, which broke the previous average record of 6.43 held by Meteor Garden and was the highest peak for a single episode for a Taiwanese drama until it was broken by episode 13 of Fated To Love You which peaked at 8.13 in 2008.",2005,Old,0,New,TV-14,mature,1,0,44,"['drama', 'comedy', 'romance']",['TW'],1,tt1454440,6.7,136,1.613,5.8
Netflix,0,tm678022,The Prom,exclusive,MOVIE,1,A troupe of hilariously self-obsessed theater stars swarm into a small conservative Indiana town in support of a high school girl who wants to take her girlfriend to the prom.,2020,L10Y,1,New,PG-13,mature,1,0,130,"['comedy', 'drama', 'music', 'romance']",['US'],,tt10161886,5.9,26197,1.596,6.2
Netflix,0,tm97982,Do Dooni Chaar,exclusive,MOVIE,1,A middle-class father in India struggles through a series of unexpected events for upholding respect and smiles.,2010,Old,0,New,PG,youth,0,0,146,"['drama', 'crime', 'comedy']",['IN'],,tt1714832,7.5,5594,1.559,6.4
Netflix,0,ts8614,Breakout,exclusive,SHOW,0,"After losing her family in a suspicious car crash, a woman awakens from a 13-year coma determined to expose the truth about the long-ago tragedy.",2010,Old,0,New,TV-14,mature,1,0,44,"['drama', 'action']",['SG'],1,tt7131684,6.7,7,1.546,
Netflix,0,ts86831,The Good Cop,exclusive,SHOW,0,"Danny Confino is a full-time cop, during one of the police's worst times. A period in which its image is at a low ebb, they are ousted every week, harassed by commanders twice a week, budgets are cut and complaints against police are piled up in DIP offices. He returns to his parents' home in order to live there temporarily, but the temporary becomes permanent and Danny finds that life at home is superior to any crime scene.",2015,L10Y,1,New,TV-MA,mature,1,0,28,"['comedy', 'drama']",['IL'],3,tt6070434,7.6,385,1.542,7
Netflix,0,ts90466,Hong Kong West Side Stories,exclusive,SHOW,0,"The intimate lives of young men and women from Hong Kong are linked by loosely connected stories about love, lust, separation and deceit.",2019,L10Y,1,New,TV-MA,mature,1,0,23,"['drama', 'comedy']",['HK'],2,tt10282734,5.7,6,1.541,8.3
Netflix,0,ts260477,Post Mortem: No One Dies in Skarnes,exclusive,SHOW,0,"Hours after Live Hallangen is declared dead, she suddenly wakes up with an urge for blood. Meanwhile, her brother Odd tries to keep the family-run funeral home afloat.",2021,L10Y,1,New,TV-MA,mature,1,0,45,"['thriller', 'comedy', 'drama']",['NO'],1,tt13053222,7.1,3323,1.536,
Netflix,0,tm430281,Dhh,exclusive,MOVIE,1,"Convinced only a miracle can save them from failing school exams, a trio of friends seek help from a magician. To their surprise, he gamely complies.",2018,L10Y,1,New,R,mature,1,0,126,"['drama', 'family']",['IN'],,tt7613166,7.8,346,1.533,9
Netflix,0,ts40702,The Ultimatum,exclusive,SHOW,0,"The Ultimatum is a Singaporean Chinese drama which was telecasted on Singapore's free-to-air channel, MediaCorp Channel 8. It made its debut on 27 May 2009 and ended on the date 7 July 2009. This drama serial consists of 30 episodes, and was screened on every weekday night at 9:00 pm.

Being the mid-year Channel 8 blockbuster of 2009, it was the first Channel 8 drama to be fully filmed in HD.

Despite being touted as the 2009 blockbuster of the year and featuring many established actors and actresses like Zoe Tay, Li Nanxing and Fann Wong, the show's reception was lukewarm at best. Many viewers faulted the serial for improbable casting and for a lack of originality in certain parts of the scripting. The series also came under harsh criticism for being overly melodramatic. However, the performance of newcomers such as Jerry Yeo, who played an antagonist for the first time, were widely praised.",2009,Old,0,New,TV-14,mature,1,0,44,"['drama', 'family']",['SG'],1,tt1682704,5.4,6,1.529,
HBO Max,1,tm190720,Dead Silence,exclusive,MOVIE,1,Three escaped convicts take a group of deaf students hostage.,1997,Old,0,New,R,mature,1,0,105,"['thriller', 'action', 'crime', 'drama']","['US', 'CA']",,tt0118942,6,1161,1.528,6.4
Netflix,0,tm237621,The Figurine (Araromire),exclusive,MOVIE,1,"Two buddies and a girl, down on their luck, have their lives changed when one of them discovers a mysterious figurine in an abandoned shrine which, according to legend, bestows seven years of good luck. But no one told them about the next seven years...",2009,Old,0,New,PG-13,mature,1,0,122,"['horror', 'thriller', 'drama']",['NG'],,tt1542960,4.4,251,1.525,4.2
Netflix,0,tm247767,Kiss of Life,exclusive,MOVIE,1,"Everything he's terrified of, she loves. Could this be love?",2015,L10Y,1,New,G,youth,0,0,102,"['romance', 'comedy', 'drama']",['TR'],,tt5348954,5.9,1248,1.511,4.3
Netflix,0,ts287729,Alma Matters: Inside the IIT Dream,exclusive,SHOW,0,"In a ""nation of middle-class"" the IIT dream involves clearing the world's toughest public exam for guaranteed lifelong success. Life is not an exam though. It's a hustle, one that nobody trains them for. The result? Eternal tumult.",2021,L10Y,1,New,TV-MA,mature,1,0,49,"['documentation', 'drama']",['IN'],1,tt14512938,8.3,2346,1.493,9
Netflix,0,tm235979,My Friend Pinto,exclusive,MOVIE,1,"Sweet, honest, and optimistic Michael Pinto has a knack for finding trouble. The search for a childhood friend leads him to the big city, and into an outlandish adventure.",2011,Old,0,New,PG,youth,0,0,115,"['comedy', 'crime', 'drama']",['IN'],,tt1512220,5.3,392,1.489,5
Netflix,0,tm479933,Project Papa,exclusive,MOVIE,1,"When a busy entrepreneur pauses her career to spend time with her aging father, both learn valuable lessons on happiness, love and living in the moment.",2018,L10Y,1,New,G,youth,0,0,97,['drama'],['XX'],,tt7243756,6.3,35,1.433,
Netflix,0,tm831061,Magamuni,exclusive,MOVIE,1,Two long-separated brothers end up in life-threatening situations. How do their lives intersect and what happens next?,2019,L10Y,1,New,PG-13,mature,1,0,157,"['drama', 'thriller', 'crime']",['IN'],,tt10370932,7.8,2207,1.418,6.9
Netflix,0,ts63295,Vientos de agua,exclusive,SHOW,0,"Vientos de agua is a 2006 cult Argentine- Spanish mini TV series created by Juan José Campanella. The drama traces a Spaniard's emigration to Argentina in the 1930s, and, years later, his son's return to modern-day Spain.

It aired in Spain in January 2006, on Telecinco for only one series of 13 episodes.

While a hit in Argentina, because of lower ratings in Spain it was taken out of the prime-time slot to 1.00 in morning, and was eventually cancelled due to downloading of series from the internet.

Despite a campaign of support to continue into a second series it only produced 13 episodes. Despite this the series was a hit in DVD sellings.",2006,Old,0,New,TV-MA,mature,1,0,73,['drama'],"['AR', 'ES']",1,tt0459724,8.8,1051,1.41,8.8
Netflix,0,ts284885,Abla Fahita: Drama Queen,exclusive,SHOW,0,"Falsely incriminated, Abla Fahita is separated from her kids, but the self-indulgent diva will stop at nothing to redeem herself and reunite her family.",2021,L10Y,1,New,TV-14,mature,1,0,25,"['drama', 'comedy', 'crime']",['EG'],1,tt11570224,6.5,446,1.4,8.5
Netflix,0,ts273317,Pitta Kathalu,exclusive,SHOW,0,"Four different women, four journeys of love and betrayal. The common thread? They all want to dismantle the patriarchy.",2021,L10Y,1,New,TV-MA,mature,1,0,37,"['drama', 'romance']",['IN'],1,tt13878800,5.1,738,1.4,5.5
HBO Max,1,tm1082045,Euphoria: F*ck Anyone Who’s Not A Sea Blob,exclusive,MOVIE,1,"Over the Christmas holiday, Jules reflects on the year.",2021,L10Y,1,New,R,mature,1,0,55,['drama'],['US'],,tt13608984,8.8,,1.4,10
Netflix,0,ts241246,The Smart Money Woman,exclusive,SHOW,0,"Meet Zuri. She's living a fabulous life. Great car, gorgeous apartment, well paid job. Meet Zuri. Broken down car, an apartment she cant afford, a job she's about to lose. What's a broke girl to do. With her best friends Tami (the flighty fashion designer), Lara (the tough oil and gas executive), Adesuwa (the conservative lawyer), and Ladun (the fabulous housewife), Zuri grows a little, learns a lot and navigates her way to making better financial decisions and building wealth. This show tackles, debt, spending, the consumerist culture of the African middle class, the fear and misconceptions surrounding money and the lack of it, love, friendships, cultural and societal pressures and the roles they play in success. With each episode comes a Smart Money Lesson, there to help you work your way up the financial ladder.",2020,L10Y,1,New,TV-MA,mature,1,0,48,['drama'],[],1,tt12428002,6.2,112,1.4,2
Netflix,0,ts283159,A Perfect Day for Arsenide,exclusive,SHOW,0,"A Perfect Day for Arsenide adapts ten stories from the same-titled novel by Hong Kong writer Pizza, the author of Lost On A Red Mini Bus To Taipo. Spanning suspense, horror, comedy, fantasy and more, the inventive series rolls out whimsical and bizarre stories about the absurdity of life in the wild city of Hong Kong.",2020,L10Y,1,New,TV-MA,mature,1,0,23,"['drama', 'romance']",['HK'],1,tt14592684,5,18,1.4,2
Netflix,0,tm374395,Vanjagar Ulagam,exclusive,MOVIE,1,"A woman is murdered and her neighbour is picked up as a suspect. Meanwhile, a journalist believes he can use this murder to lure an elusive gangster, with help from the guy’s former accomplice.",2018,L10Y,1,New,PG-13,mature,1,0,161,"['thriller', 'action', 'crime', 'drama']",['IN'],,tt7933564,6.1,258,1.4,4.8
Netflix,0,ts56768,Money Heist,exclusive,SHOW,0,An unusual group of robbers attempt to carry out the most perfect robbery in Spanish history - stealing 2.4 billion euros from the Royal Mint of Spain.,2017,L10Y,1,New,TV-MA,mature,1,0,49,"['thriller', 'action', 'crime', 'drama', 'european']",['ES'],5,tt6468322,8.2,461688,1.4,
Netflix,0,ts81027,Spark,exclusive,SHOW,0,"'Spark' is a mini music drama like a night concert in the summertime, centering on a man who leaks a great deal of electricity after a sudden accident and a woman he can't get away from no matter how hard he tries",2016,L10Y,1,New,TV-14,mature,1,0,14,['drama'],['KR'],5,tt6409112,7,63,1.4,
Netflix,0,ts82583,The Family Court,exclusive,SHOW,0,Five lawyers from different firms develop a strong bond of friendship that is occasionally tested by their court cases and growing romantic feelings.,2010,Old,0,New,TV-MA,mature,1,0,45,['drama'],['SG'],1,tt9184102,,,1.4,
HBO Max,1,tm89573,Yesterday,exclusive,MOVIE,1,"After falling ill, Yesterday learns that she is HIV positive. With her husband in denial and young daughter to tend to, Yesterday's one goal is to live long enough to see her child go to school.",2004,Old,0,New,R,mature,1,0,96,['drama'],['ZA'],,tt0419279,7.5,2359,1.4,7.8
Netflix,0,ts297685,I Need Romance,exclusive,SHOW,0,"A 33-year-old fashion marketing director at a home shopping channel company has developed a tough, prickly outer shell in order to succeed in the workplace. After multiple failed relationships, she has given up on the idea of ever finding love. A 26-year-old songwriter with a carefree spirit returns home after living abroad for seventeen years. Raised by his mother's friend and her daughter, who is now that 33-year-old fashion marketing director. But she only remembers him as the kid she was forced to play with when her mom was too busy. When these two meet again, he attempts to heal her jaded sense of romance.",2021,L10Y,1,New,TV-14,mature,1,0,45,"['drama', 'romance']",['TH'],1,tt16077338,7.8,30,1.39,6
Netflix,0,tm350727,Hajwala: The Missing Engine,exclusive,MOVIE,1,"Khalid and Kehailan are two team leaders who are passionate about car racing and challenges. They enter into a crazy competition to win the challenge involving a lot of surprises, which unexpectedly change both their lives.",2016,L10Y,1,New,R,mature,1,0,96,"['drama', 'action', 'crime', 'sport', 'thriller']",['AE'],,tt6200274,2,255,1.389,6.2
Netflix,0,ts83454,"Have You Ever Fallen in Love, Miss Jiang?",exclusive,SHOW,0,A new teacher finds herself in an unenviable situation after witnessing a troubling interaction between an administrator and a student.,2016,L10Y,1,New,TV-14,mature,1,0,85,['drama'],['TW'],1,,,,1.365,
HBO Max,1,ts268290,Adventure of the Ring,exclusive,SHOW,0,"After losing their engagement ring, Yi-Zhi fears for his future with Lisa – but as the ring travels from couple to couple, they begin to re-examine the meaning of true love.",2020,L10Y,1,New,TV-14,mature,1,0,47,"['drama', 'comedy', 'romance']",['TW'],1,tt13550418,7.9,33,1.351,8
Netflix,0,tm187118,What the Fish,exclusive,MOVIE,1,"Sudha Mishra is 67 years old, divorced woman that leaves the responsibility of taking care of her house by Sumit, her niece’s fiancé. The most important instruction given to Sumit was to ‘Feed The Fish & Water The Plants’. His very acceptance into the family was dependent on this instruction. When she returns a month later to her Vasant Kunj house, everything seems to be in order till she opens the bedroom door and a woman wearing white, wailing loudly.",2013,L10Y,1,New,PG-13,mature,1,0,98,"['drama', 'comedy']",['IN'],,tt3357416,5.2,211,1.349,5.5
Netflix,0,ts87884,Sons of the Caliphate,exclusive,SHOW,0,"This is a drama series about the lives of three rich, entitled, passionate and ambitious young men: Kalifah, Nuhu and Diko. Elections are fast approaching and there's a tussle for the governorship seat of the Northern Caliphate State of Kowa. Soon personal conflicts intertwine between their families in a race to crown the next Governor.",2015,L10Y,1,New,TV-14,mature,1,0,0,['drama'],['NG'],1,tt10202268,7.4,33,1.347,
Netflix,0,tm197423,44835,exclusive,MOVIE,1,"Its September 1960, and with Nigeria on the verge of independence from British colonial rule, a northern Nigerian Police Detective, DAN WAZIRI, is urgently despatched by the Colonial Government to the trading post town of Akote in the Western Region of Nigeria to solve a series of female murders that have struck horror in the hearts and minds of the local community. On getting to Akote, more murders are committed, and with local tension high and volatile, Waziri has a race on his hands to solve the case before even more local women are killed. Set against the backdrop of the national celebratory mood of the impending independence, Waziri is pulled into a game of cat and mouse as he and the killer try to outwit each other...",2014,L10Y,1,New,PG-13,mature,1,0,149,"['thriller', 'crime', 'drama']",['NG'],,tt3206616,6.4,446,1.347,6.2
Netflix,0,ts82564,Jimmy: The True Story of a True Idiot,exclusive,SHOW,0,"In the 1980s, a simple-minded fool named Hideaki meets comedy legend Sanma, changes his name to Jimmy and becomes a comedic superstar.",2018,L10Y,1,New,TV-MA,mature,1,0,46,"['drama', 'comedy']",['JP'],1,tt6866914,6.8,78,1.342,5
Netflix,0,ts54112,Life Plan A and B,exclusive,SHOW,0,"Ru Wei and You Yan have a simple relationship. But in every simple relationship, there are many difficulties. They are not rich, but they try very hard to enjoy life. They are very serious about their relationship and try their best to achieve something in life - hoping one day they can become who they want to become. One day, Ru Wei has a 'lucky chance' in life. Her company wants to send her to Shanghai, with a promotion and higher pay. These two who are deeply in love cannot bear to have a long-distance relationship. With all the uncertainties in their future, can they still stand by each other?",2017,L10Y,1,New,TV-PG,youth,0,0,80,['drama'],['TW'],1,tt7034962,7.8,116,1.332,7
